133748,-73646,-50919,145601
133748,-73740,-50936,145651
133646,-73816,-51059,145531
133707,-73605,-50996,145531
133603,-73500,-51061,145313
133628,-73446,-51054,145329
133817,-73362,-51005,145496
133711,-73476,-51152,145341
133739,-73433,-51129,145336
133691,-73448,-51126,145312
133616,-73481,-51153,145217
133557,-73558,-51224,145114
133629,-73490,-51214,145261
133719,-73426,-51089,145327
133656,-73441,-51102,145294
133635,-73420,-51101,145339
133759,-73367,-51036,145371
133639,-73461,-51127,145260
133624,-73529,-51188,145209
133714,-73506,-51161,145207
133740,-73484,-51134,145235
133721,-73369,-51110,145300
133754,-73327,-51039,145338
133792,-73306,-51031,145351
133699,-73435,-51191,145176
133756,-73379,-51155,145277
133798,-73311,-51096,145257
133720,-73306,-51116,145218
133558,-73093,-50964,145373
133250,-73076,-50997,145356
133086,-73099,-50943,145356
133050,-73014,-50835,145496
132954,-72944,-50756,145594
132831,-72937,-50844,145564
132783,-72964,-50809,145601
132713,-73021,-50846,145552
132745,-73036,-50840,145576
132801,-72933,-50812,145587
132900,-72804,-50736,145669
132871,-72800,-50723,145699
132791,-72867,-50717,145691
132763,-72821,-50640,145736
132721,-72805,-50619,145734
132639,-72891,-50708,145605
132647,-72836,-50699,145628
132580,-72877,-50704,145536
132510,-72912,-50724,145506
132551,-72852,-50716,145560
132669,-72759,-50612,145630
132626,-72787,-50642,145588
132561,-72871,-50700,145554
132577,-72876,-50702,145640
132606,-72797,-50645,145717
132544,-72824,-50710,145578
132576,-72775,-50724,145543
132676,-72684,-50607,145648
132584,-72746,-50630,145524
132515,-72780,-50702,145511
132690,-72653,-50628,145684
132606,-72729,-50690,145614
132642,-72665,-50609,145616
132576,-72742,-50741,145536
132605,-72737,-50709,145533
132554,-72789,-50802,145506
132565,-72710,-50786,145465
132593,-72747,-50710,145454
132582,-72772,-50724,145416
132579,-72702,-50706,145464
132591,-72649,-50671,145553
132454,-72747,-50751,145403
132567,-72647,-50667,145475
132478,-72686,-50757,145387
132298,-72832,-50887,145139
132318,-72802,-50874,145229
132464,-72596,-50716,145399
132449,-72591,-50721,145404
132353,-72661,-50767,145336
132373,-72617,-50722,145364
132292,-72679,-50789,145267
132286,-72677,-50761,145280
132325,-72629,-50764,145268
132339,-72582,-50773,145338
132331,-72589,-50767,145298
132419,-72526,-50684,145386
132336,-72606,-50780,145254
132261,-72683,-50855,145100
132431,-72598,-50773,145239
132431,-72598,-50773,145239
132494,-72521,-50747,145295
132325,-72631,-50847,145159
132371,-72555,-50837,145259
132379,-72507,-50777,145336
132308,-72533,-50792,145311
132397,-72435,-50772,145421
132478,-72322,-50691,145403
132536,-72324,-50746,145440
132414,-72425,-50901,145288
132387,-72434,-50879,145289
132375,-72471,-50898,145230
132422,-72433,-50907,145234
132336,-72484,-50961,145209
132401,-72452,-50917,145309
132404,-72437,-50916,145314
132439,-72357,-50828,145406
132332,-72451,-50971,145253
132417,-72376,-50867,145391
132378,-72364,-50908,145339
132361,-72394,-50948,145319
132414,-72373,-50916,145383
132360,-72426,-50946,145314
132374,-72379,-50897,145393
132339,-72356,-50919,145393
132336,-72382,-50979,145336
132264,-72504,-51045,145257
132484,-72257,-50826,145465
132389,-72282,-50887,145469
132316,-72339,-50944,145456
132337,-72416,-50956,145513
132381,-72424,-50941,145626
132363,-72489,-50929,145744
132247,-72546,-50975,145828
132256,-72472,-50789,146108
132234,-72446,-50639,146343
132233,-72451,-50499,146614
131989,-72637,-50536,146591
131920,-72534,-50307,146738
131741,-72591,-50174,146866
131521,-72602,-49959,146975
131283,-72486,-49669,146992
131039,-72496,-49666,146838
130988,-72592,-49741,146707
131211,-72399,-49674,146819
131231,-72301,-49842,146550
131232,-72232,-50026,146255
131244,-72191,-50313,145776
131475,-71987,-50409,145454
131601,-71836,-50584,145046
131581,-71749,-50709,144755
131639,-71741,-50772,144581
131971,-71600,-50721,144656
132025,-71687,-50927,144563
132040,-71829,-51073,144557
132068,-71854,-51111,144736
132020,-72022,-51168,144774
132024,-72089,-51189,144859
132230,-71927,-51031,145136
132209,-72012,-51103,145148
132291,-72014,-51106,145248
132325,-72068,-51127,145337
132495,-71937,-50965,145492
132329,-72027,-51121,145433
132250,-72061,-51130,145387
132213,-72038,-51076,145361
132362,-71910,-51004,145494
132309,-71942,-51027,145456
132321,-71975,-51023,145381
132225,-72046,-51086,145278
132264,-72035,-51076,145281
132258,-72042,-51153,145215
132355,-72016,-51084,145259
132456,-71876,-50994,145403
132299,-71972,-51097,145283
132228,-72002,-51137,145193
132118,-72105,-51233,145110
132185,-72089,-51219,145163
132393,-71877,-51008,145343
132298,-71981,-51106,145214
132261,-72044,-51142,145159
132214,-72127,-51219,145083
132186,-72225,-51264,145018
132327,-72056,-51197,145167
132273,-72048,-51217,145134
132244,-72052,-51176,145146
132257,-71971,-51081,145254
132176,-72074,-51194,145138
132168,-72056,-51257,145075
132191,-71957,-51186,145116
132214,-71949,-51185,145112
132268,-71973,-51175,145151
132301,-71949,-51141,145256
132326,-71845,-51040,145318
132185,-71924,-51115,145200
132131,-71972,-51131,145169
131989,-72132,-51277,145041
132296,-71832,-50993,145376
132062,-71958,-51202,145112
132103,-71907,-51174,145114
132129,-71874,-51133,145159
132179,-71849,-51132,145173
132022,-71976,-51286,145009
131926,-72006,-51352,144899
132044,-71849,-51175,145047
132014,-71859,-51212,145063
131941,-71929,-51311,145016
131901,-71983,-51309,144960
132067,-71806,-51174,145087
132053,-71809,-51191,145107
132048,-71828,-51192,145086
132108,-71774,-51114,145140
132115,-71741,-51086,145180
132196,-71636,-50992,145280
132043,-71763,-51140,145085
131956,-71797,-51203,144988
131861,-71894,-51290,144851
131844,-71959,-51339,144755
132006,-71869,-51227,144832
132101,-71812,-51131,144986
132077,-71867,-51166,144910
132056,-71942,-51206,144866
132046,-71922,-51194,144919
132072,-71877,-51151,144955
132036,-71834,-51110,144959
131944,-71904,-51107,144964
131723,-72201,-51275,144776
131874,-72186,-51186,144943
132102,-71960,-50992,145236
131990,-71965,-51056,145084
131903,-71837,-51086,144893
131932,-71806,-51224,144907
131983,-71766,-51189,145008
132031,-71729,-51166,145068
132084,-71657,-51121,145127
132211,-71459,-50965,145364
132073,-71602,-51049,145264
131919,-71736,-51224,145076
131919,-71703,-51194,145109
131951,-71696,-51107,145141
131921,-71694,-51160,145169
131926,-71664,-51137,145177
132016,-71559,-50972,145254
131940,-71599,-51094,145184
131849,-71613,-51107,145132
131831,-71667,-51170,145045
131816,-71689,-51182,145052
131994,-71477,-51027,145173
131914,-71591,-51187,145058
131907,-71597,-51111,145106
132057,-71477,-50961,145193
131861,-71565,-51100,145054
131904,-71465,-51014,145190
131928,-71461,-51004,145173
131856,-71530,-51116,145039
131805,-71576,-51125,144993
131880,-71491,-51037,145072
131921,-71489,-51006,145029
131775,-71614,-51126,144861
131701,-71717,-51176,144774
131587,-71791,-51245,144648
131756,-71574,-51067,144837
131730,-71569,-51054,144851
131722,-71526,-51034,144860
131694,-71587,-51044,144852
131621,-71615,-51065,144836
131740,-71506,-50977,144985
131648,-71645,-51158,144789
131696,-71627,-51132,144783
131698,-71641,-51126,144743
131694,-71700,-51209,144715
131754,-71560,-51130,144844
131690,-71612,-51157,144791
131698,-71567,-51136,144789
131644,-71545,-51241,144751
131646,-71594,-51249,144711
131742,-71539,-51162,144799
131771,-71530,-51168,144771
131746,-71571,-51200,144746
131853,-71491,-51170,144814
131938,-71380,-51141,144819
131861,-71490,-51319,144752
131756,-71566,-51391,144654
131867,-71406,-51239,144800
131977,-71255,-51077,144931
131834,-71414,-51198,144727
131872,-71456,-51245,144710
131894,-71544,-51297,144658
131926,-71601,-51355,144569
131969,-71591,-51366,144584
131965,-71558,-51383,144572
131971,-71498,-51351,144609
131965,-71494,-51384,144577
132007,-71416,-51351,144672
131935,-71499,-51452,144512
132000,-71427,-51441,144526
132137,-71324,-51327,144634
132008,-71516,-51463,144396
131980,-71530,-51511,144381
132134,-71419,-51377,144478
132104,-71416,-51421,144399
132039,-71429,-51451,144408
132148,-71346,-51379,144521
132011,-71464,-51422,144391
131933,-71536,-51525,144243
131969,-71467,-51480,144347
132178,-71253,-51244,144613
132042,-71421,-51412,144451
131934,-71473,-51451,144400
132207,-71244,-51243,144626
132048,-71429,-51446,144386
132026,-71407,-51480,144324
131983,-71486,-51541,144247
131791,-71699,-51751,143991
132036,-71415,-51471,144271
132023,-71401,-51454,144245
132034,-71401,-51472,144281
131996,-71464,-51546,144214
132041,-71437,-51567,144182
132108,-71328,-51471,144296
132011,-71391,-51536,144221
131981,-71362,-51536,144229
132021,-71289,-51509,144255
132018,-71229,-51476,144235
131870,-71379,-51611,144062
131989,-71276,-51531,144224
131983,-71286,-51569,144198
131922,-71357,-51676,144094
131974,-71368,-51671,144055
132074,-71262,-51581,144148
131989,-71264,-51589,144168
131914,-71276,-51614,144075
131939,-71312,-51615,144040
131915,-71273,-51630,144032
131972,-71212,-51562,144056
131960,-71269,-51585,144058
131884,-71330,-51687,143972
131824,-71399,-51745,143855
131891,-71320,-51707,143884
132007,-71226,-51696,143936
131985,-71212,-51689,143908
131961,-71117,-51653,143956
131938,-71213,-51712,143878
131878,-71216,-51722,143811
131925,-71111,-51612,143853
131888,-71146,-51622,143754
131919,-71112,-51569,143791
131968,-71116,-51528,143836
131929,-71194,-51571,143704
132051,-71037,-51494,143885
131924,-71171,-51610,143743
131881,-71186,-51585,143661
131895,-71136,-51591,143649
131784,-71162,-51696,143554
131925,-71030,-51586,143708
131896,-71071,-51581,143671
131889,-71065,-51573,143676
131948,-71008,-51580,143683
132008,-70973,-51516,143659
131821,-71154,-51741,143493
131822,-71114,-51707,143508
131827,-71044,-51653,143558
131829,-71099,-51708,143537
131705,-71161,-51732,143423
131614,-71169,-51791,143383
131707,-71030,-51734,143471
131708,-71049,-51745,143389
131566,-71217,-51846,143269
131665,-71090,-51732,143369
131773,-70842,-51574,143550
131669,-70937,-51631,143402
131660,-70937,-51641,143386
131692,-70839,-51602,143431
131695,-70798,-51567,143493
131563,-70927,-51606,143346
131640,-70844,-51538,143351
131630,-70881,-51619,143246
131762,-70811,-51526,143393
131797,-70797,-51519,143359
131702,-70861,-51641,143185
131672,-70921,-51679,143096
131688,-70888,-51607,143128
131626,-70869,-51622,143137
131436,-70990,-51739,143026
131451,-71003,-51677,143023
131599,-70831,-51528,143158
131594,-70829,-51564,143185
131717,-70846,-51599,143211
131768,-70807,-51598,143191
131531,-70878,-51826,142971
131613,-70843,-51747,143026
131684,-70847,-51732,143038
131617,-70942,-51846,142896
131581,-70937,-51864,142857
131795,-70636,-51618,143126
131646,-70741,-51772,142979
131643,-70774,-51822,142911
131643,-70774,-51822,142911
131677,-70761,-51801,142951
131818,-70618,-51688,143078
131681,-70667,-51772,143036
131588,-70751,-51824,142964
131418,-70972,-51979,142700
131423,-70957,-51935,142737
131701,-70666,-51664,143068
131618,-70764,-51772,142944
131648,-70736,-51740,142908
131618,-70824,-51862,142797
131686,-70776,-51792,142779
131599,-70794,-51804,142767
131603,-70706,-51808,142836
131584,-70690,-51792,142886
131715,-70598,-51711,142972
131653,-70664,-51794,142876
131799,-70525,-51621,143101
131636,-70635,-51757,142987
131613,-70668,-51793,142899
131820,-70567,-51681,143100
131802,-70717,-51792,143139
131792,-70814,-51798,143272
131736,-70897,-51795,143363
131752,-70844,-51674,143493
131823,-70692,-51397,143766
131533,-70922,-51473,143794
131289,-71152,-51529,143828
131270,-71089,-51229,144119
131156,-71107,-51011,144309
131083,-71031,-50737,144622
130867,-70945,-50471,144692
130631,-70736,-50244,144588
130360,-70727,-50357,144247
130316,-70717,-50531,144053
130304,-70774,-50810,143782
130496,-70539,-50779,143729
130495,-70454,-50962,143314
130489,-70441,-51222,142689
130684,-70276,-51319,142331
130806,-70137,-51387,142108
130663,-70254,-51617,141643
130710,-70264,-51732,141489
130878,-70238,-51864,141516
131111,-70174,-51856,141723
131305,-70135,-51797,141982
131340,-70217,-51827,142061
131447,-70302,-51813,142211
131413,-70487,-51917,142174
131470,-70434,-51903,142239
131399,-70540,-51955,142323
131277,-70721,-52121,142233
131369,-70611,-52014,142378
131437,-70557,-51941,142454
131530,-70452,-51859,142529
131647,-70341,-51811,142650
131549,-70455,-51874,142554
131548,-70470,-51862,142516
131617,-70381,-51823,142568
131508,-70472,-51893,142486
131341,-70727,-52103,142246
131319,-70747,-52144,142196
131432,-70595,-52042,142316
131442,-70546,-51976,142356
131578,-70377,-51854,142541
131530,-70409,-51892,142503
131456,-70505,-51948,142393
131391,-70593,-52049,142303
131350,-70618,-52111,142277
131508,-70529,-51957,142410
131384,-70640,-52040,142379
131389,-70547,-51996,142400
131458,-70507,-51957,142391
131302,-70598,-52056,142238
131418,-70442,-51889,142393
131628,-70277,-51746,142577
131479,-70394,-51937,142457
131457,-70422,-51928,142469
131543,-70324,-51806,142575
131558,-70310,-51777,142538
131578,-70261,-51684,142583
131451,-70432,-51889,142421
131389,-70456,-51971,142292
131238,-70610,-52137,142056
131245,-70566,-52151,142139
131284,-70505,-52103,142251
131424,-70371,-52028,142369
131414,-70401,-52018,142364
131396,-70376,-52017,142336
131396,-70339,-51982,142290
131297,-70466,-52111,142126
131331,-70461,-52097,142137
131399,-70369,-52010,142158
131477,-70337,-51936,142240
131418,-70350,-51963,142255
131376,-70338,-51939,142254
131346,-70316,-51934,142206
131335,-70421,-51983,142174
131289,-70499,-52014,142141
131264,-70513,-51951,142157
131151,-70530,-52007,142117
131130,-70509,-52018,142137
131236,-70402,-51939,142154
131124,-70544,-52013,142004
131279,-70380,-51848,142173
131283,-70314,-51877,142229
131254,-70347,-51885,142221
131166,-70380,-51892,142141
131118,-70416,-51942,142120
131253,-70325,-51906,142222
131200,-70404,-51975,142138
131144,-70411,-52011,142085
131228,-70281,-51876,142149
131255,-70198,-51740,142234
131338,-70123,-51644,142314
131225,-70219,-51776,142203
131166,-70272,-51818,142174
131171,-70224,-51767,142189
131293,-70087,-51667,142338
131217,-70164,-51717,142256
131111,-70258,-51844,142127
131021,-70425,-51952,142006
131021,-70425,-51952,142006
131142,-70166,-51760,142203
131193,-70064,-51701,142283
131039,-70204,-51715,142240
130937,-70251,-51749,142210
130978,-70186,-51811,142173
131061,-70110,-51737,142219
131184,-69922,-51531,142400
131043,-70120,-51651,142235
130960,-70256,-51774,142141
130960,-70256,-51774,142141
130888,-70288,-51847,142046
130623,-70509,-52020,141836
130881,-70227,-51735,142121
130896,-70132,-51714,142134
130862,-70124,-51701,142125
130821,-70174,-51842,142064
130686,-70286,-51998,141905
130826,-70096,-51846,142071
130958,-69932,-51651,142234
131006,-69951,-51679,142217
130946,-70014,-51720,142194
130709,-70162,-51872,142033
130751,-70069,-51824,142094
130793,-69994,-51753,142188
130809,-69986,-51765,142189
130713,-70107,-51914,142069
130826,-70069,-51824,142098
130942,-69907,-51726,142205
130711,-70072,-51887,141969
130752,-70012,-51846,142039
130756,-69984,-51827,142073
130711,-70031,-51857,141978
130793,-69883,-51769,142067
130737,-69856,-51785,142084
130789,-69848,-51811,142068
130774,-69962,-51899,141951
130729,-70049,-52036,141886
130938,-69817,-51843,142101
130935,-69870,-51867,142063
130850,-69924,-51958,141915
130724,-70092,-52092,141759
130968,-69827,-51869,141988
130993,-69737,-51832,142039
130881,-69831,-51944,141879
130881,-69788,-51966,141868
130829,-69888,-52021,141831
130651,-70074,-52201,141669
130899,-69784,-51967,141934
131114,-69577,-51743,142221
131038,-69682,-51892,142024
131003,-69713,-51973,141912
130968,-69766,-52093,141814
131012,-69701,-52035,141864
130981,-69777,-52119,141826
130976,-69791,-52106,141795
131026,-69688,-52047,141873
130931,-69826,-52207,141684
131023,-69799,-52182,141686
131103,-69761,-52140,141766
131069,-69767,-52201,141699
131053,-69742,-52195,141741
131029,-69757,-52207,141749
131155,-69663,-52089,141809
131080,-69779,-52231,141674
131089,-69784,-52244,141578
131156,-69757,-52227,141609
131316,-69585,-52136,141741
131178,-69722,-52284,141576
131223,-69660,-52244,141613
131224,-69652,-52309,141536
131224,-69652,-52309,141536
131153,-69708,-52293,141538
131212,-69623,-52187,141656
131049,-69715,-52281,141496
131031,-69742,-52296,141472
131003,-69794,-52398,141371
131258,-69546,-52202,141561
131155,-69626,-52307,141416
131000,-69796,-52440,141281
131020,-69806,-52429,141284
131020,-69806,-52429,141284
131040,-69719,-52475,141321
131014,-69777,-52470,141317
131088,-69656,-52336,141440
131141,-69630,-52325,141453
131327,-69409,-52145,141691
131241,-69438,-52209,141682
131085,-69599,-52419,141449
131117,-69602,-52436,141374
131229,-69450,-52310,141511
131259,-69429,-52286,141507
131091,-69572,-52389,141346
131128,-69536,-52351,141392
131056,-69587,-52395,141317
131056,-69594,-52390,141306
130968,-69705,-52524,141157
131083,-69571,-52455,141218
131073,-69545,-52484,141180
131159,-69462,-52397,141323
131275,-69348,-52345,141414
131131,-69540,-52562,141165
131118,-69529,-52542,141186
131049,-69572,-52601,141098
131148,-69428,-52531,141257
131081,-69472,-52593,141229
130958,-69607,-52670,141055
131048,-69557,-52571,141079
131254,-69386,-52436,141197
131187,-69436,-52531,141145
131006,-69617,-52709,140900
131088,-69490,-52607,140968
131118,-69487,-52626,141039
131006,-69596,-52729,140963
131080,-69514,-52654,141040
131193,-69482,-52602,141106
131115,-69515,-52742,140980
131232,-69352,-52650,141055
131349,-69258,-52497,141194
131191,-69424,-52647,141073
130976,-69708,-52805,140865
131119,-69624,-52642,141056
131235,-69627,-52563,141199
131260,-69607,-52578,141274
131273,-69384,-52553,141223
131096,-69369,-52646,140944
131159,-69391,-52669,140932
131284,-69314,-52611,141078
131226,-69360,-52657,141016
131154,-69432,-52737,140905
131308,-69269,-52584,141136
131237,-69272,-52639,140999
131086,-69377,-52744,140789
131132,-69330,-52674,140913
131229,-69224,-52561,141030
131182,-69286,-52607,140948
131081,-69394,-52701,140843
131108,-69324,-52664,140849
131131,-69300,-52598,140864
131023,-69328,-52621,140753
131094,-69281,-52610,140833
131104,-69287,-52634,140741
131104,-69287,-52634,140741
130984,-69284,-52602,140634
130963,-69252,-52635,140642
130972,-69266,-52616,140675
130887,-69329,-52681,140581
130933,-69269,-52630,140679
130986,-69251,-52574,140725
130939,-69273,-52673,140612
130866,-69329,-52764,140535
130791,-69360,-52747,140447
130894,-69177,-52654,140583
130906,-69151,-52656,140604
130858,-69234,-52699,140561
130993,-69109,-52620,140711
130966,-69099,-52589,140738
130888,-69206,-52726,140648
130864,-69180,-52706,140628
130913,-69133,-52692,140681
131029,-69025,-52615,140761
130929,-69137,-52736,140573
130960,-69123,-52762,140563
130978,-69146,-52796,140608
131128,-69022,-52670,140796
131143,-68982,-52667,140787
131014,-69051,-52809,140683
130988,-69127,-52842,140625
130989,-69178,-52911,140556
131094,-69095,-52799,140668
131021,-69137,-52856,140618
130949,-69144,-52904,140532
131000,-69105,-52830,140588
130986,-69095,-52795,140634
131136,-68948,-52708,140733
131078,-69026,-52757,140686
130997,-69127,-52802,140606
130998,-69141,-52769,140628
131201,-69011,-52655,140811
131106,-69106,-52726,140683
131081,-69073,-52741,140724
131024,-69132,-52794,140663
130976,-69135,-52809,140676
130908,-69128,-52767,140676
131041,-68993,-52672,140787
131144,-68927,-52629,140869
131007,-69051,-52788,140699
130958,-69053,-52825,140631
130963,-69089,-52827,140630
130996,-69059,-52804,140668
130989,-69114,-52880,140640
131089,-69058,-52789,140788
131011,-69174,-52861,140816
131045,-69208,-52804,141012
131019,-69252,-52775,141133
131031,-69172,-52627,141354
130894,-69273,-52575,141477
130863,-69327,-52472,141664
130827,-69336,-52327,141799
130796,-69191,-52064,142017
130623,-69200,-51896,142219
130184,-69361,-51872,142087
129885,-69207,-51629,142052
129885,-69207,-51629,142052
129801,-69052,-51434,142073
129961,-68947,-51411,142036
129936,-68958,-51626,141666
129873,-68952,-51797,141310
129959,-68847,-51951,140937
130153,-68556,-51981,140682
130042,-68641,-52301,140161
129951,-68687,-52486,139768
130056,-68476,-52506,139669
130167,-68464,-52657,139634
130385,-68416,-52652,139791
130574,-68399,-52637,140022
130530,-68569,-52747,140090
130550,-68707,-52827,140166
130659,-68739,-52872,140314
130819,-68728,-52881,140424
130699,-68851,-53003,140431
130754,-68817,-52939,140592
130734,-68814,-52897,140718
130736,-68792,-52859,140802
130776,-68831,-52867,140816
130760,-68918,-52897,140757
130763,-68892,-52920,140791
130836,-68857,-52929,140834
130878,-68821,-52896,140818
130955,-68785,-52827,140869
130880,-68878,-52931,140794
130880,-68878,-52931,140794
130874,-68767,-52902,140802
130804,-68816,-52886,140819
130836,-68751,-52828,140884
130981,-68612,-52711,141044
130815,-68796,-52852,140897
130798,-68829,-52913,140887
130919,-68691,-52783,141038
130957,-68707,-52793,141029
130841,-68812,-52864,140928
130819,-68762,-52824,140970
130705,-68821,-52905,140838
130705,-68778,-52888,140858
130563,-68978,-53045,140738
130672,-68886,-52995,140868
130816,-68746,-52872,140991
130743,-68787,-52888,140936
130719,-68810,-52898,140863
130719,-68810,-52898,140863
130634,-68788,-52950,140834
130576,-68805,-52978,140847
130661,-68723,-52901,140926
130721,-68679,-52854,141006
130721,-68679,-52854,141006
130964,-68379,-52606,141304
130692,-68666,-52864,140999
130668,-68693,-52897,140907
130678,-68724,-52871,140896
130573,-68842,-53032,140802
130586,-68760,-53043,140865
130545,-68731,-53016,140892
130628,-68645,-52951,140952
130619,-68632,-52884,140954
130619,-68632,-52884,140954
130704,-68549,-52766,141061
130628,-68611,-52780,141060
130590,-68669,-52810,140999
130790,-68477,-52606,141231
130581,-68680,-52844,141010
130571,-68597,-52805,141041
130460,-68564,-52780,141024
130388,-68559,-52799,140956
130367,-68569,-52805,140957
130367,-68569,-52805,140957
130281,-68739,-52961,140815
130566,-68493,-52671,141124
130414,-68631,-52856,140956
130296,-68699,-52949,140815
130296,-68699,-52949,140815
130254,-68583,-52888,140856
130254,-68583,-52888,140856
130315,-68447,-52783,140967
130336,-68462,-52791,140928
130336,-68462,-52791,140928
130310,-68484,-52787,141009
130273,-68512,-52812,141016
130162,-68612,-52909,140835
130388,-68436,-52739,141043
130388,-68436,-52739,141043
130304,-68522,-52904,140901
130304,-68522,-52904,140901
130225,-68443,-52837,140933
130229,-68451,-52852,140948
130266,-68412,-52794,140972
130266,-68412,-52794,140972
130159,-68454,-52792,140994
130208,-68388,-52799,140999
130384,-68256,-52702,141125
130384,-68256,-52702,141125
130269,-68257,-52687,141071
130269,-68257,-52687,141071
130212,-68277,-52739,141031
130051,-68484,-52956,140860
130076,-68434,-52909,140873
130186,-68266,-52756,141016
130313,-68145,-52629,141143
130212,-68202,-52690,141081
130258,-68187,-52655,141128
130258,-68187,-52655,141128
130089,-68201,-52766,141029
130089,-68201,-52766,141029
130106,-68127,-52787,140996
130004,-68344,-52894,140884
129990,-68395,-52919,140936
129990,-68395,-52919,140936
130103,-68360,-52822,141026
130168,-68311,-52798,141032
130168,-68311,-52798,141032
130177,-68246,-52671,141131
130061,-68285,-52741,141128
130170,-68218,-52579,141319
130157,-68290,-52576,141365
130157,-68290,-52576,141365
130242,-68219,-52579,141420
130242,-68219,-52579,141420
130061,-68112,-52816,140913
130114,-68084,-52815,140929
130111,-68172,-52866,140921
130111,-68172,-52866,140921
130213,-68152,-52767,141085
130310,-68015,-52749,141203
130218,-68105,-52792,141057
130218,-68105,-52792,141057
130029,-68244,-52851,140861
130029,-68244,-52851,140861
130053,-68246,-52826,140953
130027,-68268,-52867,140945
130072,-68256,-52899,140906
130087,-68177,-52841,141001
130131,-68079,-52779,141081
130087,-68125,-52859,141049
130087,-68125,-52859,141049
130016,-68267,-52902,140903
130026,-68189,-52872,140959
130026,-68189,-52872,140959
130049,-68207,-52936,141017
130163,-68113,-52866,141084
130163,-68113,-52866,141084
130073,-68227,-52986,140956
130256,-68117,-52894,141104
130256,-68117,-52894,141104
130230,-68159,-52942,141112
130134,-68226,-53060,141026
130109,-68258,-53101,140958
130215,-68165,-53094,141016
130253,-68142,-53092,141049
130253,-68173,-53127,141003
130285,-68212,-53169,141009
130326,-68099,-53127,141049
130370,-68125,-53152,141019
130370,-68125,-53152,141019
130333,-68138,-53184,141034
130546,-67782,-52936,141293
130546,-67782,-52936,141293
130318,-67987,-53125,141028
130261,-68035,-53109,140974
130266,-67977,-53086,140993
130168,-68092,-53204,140888
130226,-67950,-53187,140947
130207,-67946,-53201,140969
130245,-67932,-53169,141036
130173,-67997,-53252,141018
130173,-67997,-53252,141018
130154,-68037,-53305,140986
130181,-67916,-53240,141079
130181,-67916,-53240,141079
130242,-67847,-53267,141067
130199,-67931,-53282,141045
130257,-67911,-53299,141031
130257,-67911,-53299,141031
130133,-67971,-53404,140972
130133,-67971,-53404,140972
130063,-67989,-53470,140875
130231,-67801,-53302,141070
130190,-67817,-53347,140992
130190,-67817,-53347,140992
130125,-67943,-53385,140875
130171,-67972,-53441,140850
130223,-67886,-53374,140936
130255,-67867,-53338,140961
130421,-67681,-53210,141191
130421,-67681,-53210,141191
130273,-67825,-53327,141067
130229,-67802,-53337,141001
130211,-67801,-53349,140997
130211,-67801,-53349,140997
130296,-67724,-53285,141079
130428,-67629,-53182,141208
130305,-67775,-53306,141065
130264,-67812,-53332,141006
130056,-67942,-53502,140854
130056,-67942,-53502,140854
130110,-67877,-53447,140940
130202,-67776,-53367,140968
130202,-67765,-53367,140974
130202,-67765,-53367,140974
